Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
4702,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeOH/H2O_V2 9:1,0,738269.9375
4703,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeOH/H2O_V2 9:1,0,462674.875
4704,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeOH/H2O_V2 9:1,22.53701117,3765478.25
4705,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,None,2.5,MeCN,0,24451.49609
4706,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,None,2.5,MeCN,0,28367.94922
4707,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,None,2.5,MeCN,0,74272.46875
4708,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,None,2.5,MeCN,0,46665.3125
4709,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,None,2.5,MeCN,0,28084.69336
4710,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,None,2.5,MeCN,0,30715.83398
4711,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,None,2.5,MeCN,0,11425.62207
4712,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,None,2.5,MeCN,0,15696.20508
4713,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,None,2.5,MeCN,0,153460.6094
4714,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,None,2.5,MeCN,0,28330.29883
4715,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,None,2.5,MeCN,0,26436.42383
4716,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,None,2.5,MeCN,0,74276.95313
4717,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeCN,0,121865.1641
4718,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,MeCN,0,1201616.875
4719,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeCN,21.09519979,4356094
4720,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeCN,0,967823.1875
4721,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeCN,18.81233478,3510796.25
4722,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeCN,35.80263445,9906325
4723,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeCN,19.54281452,4187510.25
4724,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeCN,35.04956372,10366301
4725,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeCN,16.35290861,2466198.25
4726,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeCN,19.95592088,2700577.5
4727,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeCN,0,237736.4688
4728,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeCN,19.70492706,5544951.5
4729,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeCN,40.24393038,9282334
4730,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeCN,45.85644802,11084464
4731,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeCN,52.70135398,13303179
4732,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeCN,30.50058294,7274316
4733,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,27.55842734,7416200.5
4734,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,48.68717888,9651306
4735,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,29.34424561,8694314
4736,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,33.22528576,8856548
4737,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,26.63296066,6639091
4738,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,28.07758716,5064672
4739,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,0,865190.9375
4740,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,KOH,2.5,MeCN,26.67465727,9141087
4741,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,54.07982946,12527919
4742,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeCN,46.74661132,10159746
4743,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,46.64887942,10277746
4744,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,30.63866295,7233262.5
4745,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,15.10784239,5008413.5
4746,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,42.99189866,8029850
4747,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,24.270005,6765023.5
4748,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,25.70592655,5254409
4749,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,21.3615715,5679668
4750,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,19.46556232,2203281.5
4751,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,0,902674.125
4752,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeCN,15.57568856,2549020.5
4753,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeCN,49.01304727,12114056
4754,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,MeCN,38.17093919,11262212
4755,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeCN,43.48354762,11664856
4756,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeCN,15.90180748,7502302
4757,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeCN,29.59300854,6786574.5
4758,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeCN,57.09734947,13243107
4759,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeCN,16.8691481,5295206.5
4760,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeCN,19.72069301,2933248.25
4761,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeCN,17.4672422,3443643.25
4762,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeCN,38.47324615,7128854
4763,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeCN,0,976126.6875
4764,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,MeCN,15.13472965,2642137
4765,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,25.6419386,5422480.5
4766,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,MeCN,27.66669187,6040157
4767,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,42.86896598,9822723
4768,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeCN,14.21019585,2139756
4769,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeCN,15.38812418,2383001.25
4770,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeCN,30.96896293,4829292
4771,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeCN,0,1907262
4772,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeCN,0,1835471.5
4773,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeCN,0,881851.4375
4774,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeCN,0,1916431.25
4775,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeCN,0,365224.6875
4776,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeCN,0,631423.25
4777,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeCN,18.69425204,2973241.75
4778,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,MeCN,23.54580886,4952932.5
4779,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeCN,22.97837085,7291626.5
4780,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeCN,14.45137918,2494721
4781,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeCN,21.33075228,4077251.25
4782,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeCN,42.12186421,9074559
4783,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeCN,25.44742534,7303552
4784,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeCN,27.57692175,6937823
4785,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeCN,23.45470935,5265958.5
4786,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeCN,39.33199746,7050350.5
4787,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeCN,0,756108.125
4788,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,CsF,2.5,MeCN,24.45073313,7252179.5
4789,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeCN,42.24293577,10851351
4790,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,MeCN,40.88633763,9985291
4791,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeCN,55.00581294,11979900
4792,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeCN,33.99916945,9169411
4793,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeCN,33.17833404,9639963
4794,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeCN,53.99943778,11413123
4795,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeCN,25.02432024,7328337
4796,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeCN,29.80290634,8119450
4797,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeCN,28.48029589,8534112
4798,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeCN,44.06783118,7687601
4799,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeCN,0,976507.25
4800,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeCN,21.14024359,5272909.5
4801,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,None,2.5,THF_V2,25.69719601,7357245.5
4802,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,None,2.5,THF_V2,25.74413579,7029538.5
4803,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,None,2.5,THF_V2,22.59052722,6318380
4804,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,None,2.5,THF_V2,0,327753.125
4805,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,None,2.5,THF_V2,0,1467820.125
4806,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,None,2.5,THF_V2,0,1455692.875
4807,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,None,2.5,THF_V2,0,805813.8125
4808,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,None,2.5,THF_V2,18.96607939,2610106.5
4809,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,None,2.5,THF_V2,15.86275684,2607028.25
4810,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,None,2.5,THF_V2,0,1060914.75
4811,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,None,2.5,THF_V2,0,526635.1875
4812,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,None,2.5,THF_V2,0,305663.1563
4813,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,THF_V2,30.13322947,6701751
4814,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,THF_V2,0,4382213.5
4815,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,THF_V2,28.49234694,7669980.5
4816,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,THF_V2,21.7376501,3723666.75
4817,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,THF_V2,27.66273081,6824577
4818,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,THF_V2,35.75985697,8019313
4819,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,THF_V2,30.24323754,8876706
4820,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,THF_V2,41.27362601,11511517
4821,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,THF_V2,23.72244789,6735900.5
4822,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,THF_V2,0,1441354.5
4823,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,THF_V2,19.46215996,2621954.25
4824,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,NaOH,2.5,THF_V2,26.61726835,5824435
4825,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,THF_V2,0,5568543
4826,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,THF_V2,44.95088407,7920439.5
4827,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,THF_V2,41.86838307,12301752
4828,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,THF_V2,30.93657429,5707116
4829,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,THF_V2,0,5623960
4830,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,THF_V2,38.985931,7287843
4831,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,THF_V2,38.20132477,7680240
4832,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,THF_V2,49.96610277,10491121
4833,6-quinoline-boronic acid hydrochloride,"1e, 6-BOH2-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,THF_V2,46.21167051,11704953
